S.No,TestName,Component,Priority,Team,User,OldTag,NewTag,FilePath
57,test_ALM115006_VerifyNoEditsForDaysInFutureInHourlyTimecardGridEnterIncorrectlyPunchesForToday,TK_Regression_TimecardConfiguration_Integration_Selenium,P1,Innovance,test1,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\configuration\TK_Regression_TimecardConfiguration_Integration_Selenium\test_ALM115006_VerifyNoEditsForDaysInFutureInHourlyTimecardGridEnterIncorrectlyPunchesForToday.spec.ts
58,test_ALM115004_VerifyNoEditsForDaysInDutureInHourlyTimecardGridEnterpunchesForToday,TK_Regression_TimecardConfiguration_Integration_Selenium,P1,Innovance,test1,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\configuration\TK_Regression_TimecardConfiguration_Integration_Selenium\test_ALM115004_VerifyNoEditsForDaysInDutureInHourlyTimecardGridEnterpunchesForToday.spec.ts
59,test_ALM114952_VerifyNoEditsForDaysInFutureInProjectTimecardGridEnterPayCodeForToday,TK_Regression_TimecardConfiguration_Integration_Selenium,P1,Innovance,test1,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\configuration\TK_Regression_TimecardConfiguration_Integration_Selenium\test_ALM114952_VerifyNoEditsForDaysInFutureInProjectTimecardGridEnterPayCodeForToday.spec.ts
60,test_ALM234376_VerifyRemoveAllApprovalButtonIsNotVisibleInMyTimecardForEmpAndManager,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,test1,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM234376_VerifyRemoveAllApprovalButtonIsNotVisibleInMyTimecardForEmpAndManager.spec.ts
61,test_ALM94660_ApprovalApproveTimecardCPPSymbolic,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,Nitesh,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM94660_ApprovalApproveTimecardCPPSymbolic.spec.ts
62,test_ALM94659_ApprovalApproveProjectTimecardSymbolic,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,Nitesh,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM94659_ApprovalApproveProjectTimecardSymbolic.spec.ts
63,test_ALM67300_VerifyManagerApprovesProjectEmployeeTimecardAfterTheEmployeeApprovesIt,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,Nitesh,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM67300_VerifyManagerApprovesProjectEmployeeTimecardAfterTheEmployeeApprovesIt.spec.ts
64,test_ALM59374_Verify_manager_can_not_approve_an_approved_timecard,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,Nitesh,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM59374_Verify_manager_can_not_approve_an_approved_timecard.spec.ts
65,test_ALM59151_Manager_is_able_to_view_multiple_timecard_grids_after_performing_grid_action,TK_Regression_Timecard_ApprovalAndSignOff_Selenium,P1,Patriots,Nitesh,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_Timecard_ApprovalAndSignOff_Selenium\test_ALM59151_Manager_is_able_to_view_multiple_timecard_grids_after_performing_grid_action.spec.ts
66,test_ALM118180_ManagerNotAllowToApprovalInPayrollLockedPeriod,TK_Regression_Timecard_BusinessValidation_Selenium_Part1,P1,PathFinders,test1,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\businessvalidation\TK_Regression_Timecard_BusinessValidation_Selenium_Part1\test_ALM118180_ManagerNotAllowToApprovalInPayrollLockedPeriod.spec.ts
67,test_ALM108740_EmployeeNotAllowedRemoveApprovalIfTimecardSignedOff,TK_Regression_Timecard_BusinessValidation_Selenium_Part1,P1,PathFinders,test1,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\businessvalidation\TK_Regression_Timecard_BusinessValidation_Selenium_Part1\test_ALM108740_EmployeeNotAllowedRemoveApprovalIfTimecardSignedOff.spec.ts
68,test_ALM166000_Last3MonthsTimeframeOnEmployeeTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM166000_Last3MonthsTimeframeOnEmployeeTimecard.spec.ts
69,test_ALM165999_Last4WeeksTimeframeOnEmployeeTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM165999_Last4WeeksTimeframeOnEmployeeTimecard.spec.ts
70,test_ALM165996_Last4QuatersTimeframeOnEmployeeTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM165996_Last4QuatersTimeframeOnEmployeeTimecard.spec.ts
71,test_ALM165981_Last3MonthTimeframeOnMyTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM165981_Last3MonthTimeframeOnMyTimecard.spec.ts
72,test_ALM165980_Last4WeeksTimeframeOnMyTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM165980_Last4WeeksTimeframeOnMyTimecard.spec.ts
73,test_ALM165979_Last4QuatersTimeframeOnMyTimecard,TK_Regression_Timecard_TimeframeSelection,P1,,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection\test_ALM165979_Last4QuatersTimeframeOnMyTimecard.spec.ts
74,test_ALM148217_last7DaysTimeframeOnMyTimecardPage,TK_Regression_Timecard_TimeframeSelection_Selenium,P1,,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timeframeselection\TK_Regression_Timecard_TimeframeSelection_Selenium\test_ALM148217_last7DaysTimeframeOnMyTimecardPage.spec.ts
75,test_ALM108769_VerifyEmployeeAddsWorkRuleTransferInTheTimecard,TK_Regression_Transfers_Selenium_Part3,P1,Quest,Ayushi,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part3\test_ALM108769_VerifyEmployeeAddsWorkRuleTransferInTheTimecard.spec.ts
76,test_ALM96144_EmployeeJobAndSelectCCTransferInTheTimecardWhenEmployeePrimaryJobHasNoCCHourly,TK_Regression_Transfers_Selenium_Part3,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part3\test_ALM96144_EmployeeJobAndSelectCCTransferInTheTimecardWhenEmployeePrimaryJobHasNoCCHourly.spec.ts
77,test_ALM96141_EmployeeJobworkruledirectCCtransferinthetimecardwhenemployeePrimaryjobhasnoCC,TK_Regression_Transfers_Selenium_Part3,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part3\test_ALM96141_EmployeeJobworkruledirectCCtransferinthetimecardwhenemployeePrimaryjobhasnoCC.spec.ts
78,test_ALM109484_Employee_Job_Select_CC_transfer_in_the_timecard_when_employee_Primary_job_has_no_CC_Project,TK_Regression_Transfers_Selenium_Part4,P1,Quest,test1,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part4\test_ALM109484_Employee_Job_Select_CC_transfer_in_the_timecard_when_employee_Primary_job_has_no_CC_Project.spec.ts
79,test_ALM109477_ManagerJobWorkRuleScheduledCCTransferInTheTimecardWhenEmployeePrimaryJobHasNoCCProject,TK_Regression_Transfers_Selenium_Part4,P1,Quest,test1,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part4\test_ALM109477_ManagerJobWorkRuleScheduledCCTransferInTheTimecardWhenEmployeePrimaryJobHasNoCCProject.spec.ts
80,test_ALM108770_ManagerJobAndDirectCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCC,TK_Regression_Transfers_Selenium_Part4,P1,Quest,test1,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part4\test_ALM108770_ManagerJobAndDirectCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCC.spec.ts
81,test_ALM87701_VerifyManagerSelectAnEmployeeAndCannotViewTransferIconForScheduledTransferInTheTimecard,TK_Regression_Transfers_Selenium_Part4,P1,Quest,Ayushi,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part4\test_ALM87701_VerifyManagerSelectAnEmployeeAndCannotViewTransferIconForScheduledTransferInTheTimecard.spec.ts
82,test_ALM124444_VerifyManagerCanAddBusinessStructureTransferInTheTimecardViaPayCodeSlider,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM124444_VerifyManagerCanAddBusinessStructureTransferInTheTimecardViaPayCodeSlider.spec.ts
83,test_ALM123356_VerifyEmployeeCanAddBusinessStructureTransferInTheTimecardViaPunchSlider,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM123356_VerifyEmployeeCanAddBusinessStructureTransferInTheTimecardViaPunchSlider.spec.ts
84,test_ALM123355_VerifyManagerCanAddBusinessStructureTransferInTheTimecardViaPunchSlider,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM123355_VerifyManagerCanAddBusinessStructureTransferInTheTimecardViaPunchSlider.spec.ts
85,test_ALM115525_ManagerCanAccessJobInTheTimecardBasedOnTheJobTransferSet,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM115525_ManagerCanAccessJobInTheTimecardBasedOnTheJobTransferSet.spec.ts
86,test_ALM110329_VerifyEmployeeCanUpdateJobTransferInTheTimecardHoursWorkedProject,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM110329_VerifyEmployeeCanUpdateJobTransferInTheTimecardHoursWorkedProject.spec.ts
87,test_ALM110073_ManagerAsEmployeeHasNoLaborCategoryTransferOptionInTheTimecardWhenPrimaryJobHasNOListAssociated,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM110073_ManagerAsEmployeeHasNoLaborCategoryTransferOptionInTheTimecardWhenPrimaryJobHasNOListAssociated.spec.ts
88,test_ALM109495_VerifyEmployeeCanAddJobTransferInTheTimecardHoursWorkedProject,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM109495_VerifyEmployeeCanAddJobTransferInTheTimecardHoursWorkedProject.spec.ts
89,test_ALM109494_VerifyEmployeeCanAddJobTransferInTheTimecardHoursWorkedHourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM109494_VerifyEmployeeCanAddJobTransferInTheTimecardHoursWorkedHourly.spec.ts
90,test_ALM109493_Verify_employee_can_add_job_transfer_in_the_timecard_Project,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM109493_Verify_employee_can_add_job_transfer_in_the_timecard_Project.spec.ts
91,test_ALM109485_Manager_Job_work_rule_direct_CC_transfer_in_the_timecard_when_employee_Primary_job_has_associated_CC_Project,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM109485_Manager_Job_work_rule_direct_CC_transfer_in_the_timecard_when_employee_Primary_job_has_associated_CC_Project.spec.ts
92,test_ALM109478_Manager_Job_Direct_CC_transfer_in_the_timecard_when_employee_Primary_job_has_no_CC_Project,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM109478_Manager_Job_Direct_CC_transfer_in_the_timecard_when_employee_Primary_job_has_no_CC_Project.spec.ts
93,test_ALM108764_VerifyManagerCanAddJobTransferInTheTimecardHoursWorkedPaycodeHourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM108764_VerifyManagerCanAddJobTransferInTheTimecardHoursWorkedPaycodeHourly.spec.ts
94,test_ALM108762_Verify_Manager_can_add_Job_transfer_in_the_timecard_Paycode_Hourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM108762_Verify_Manager_can_add_Job_transfer_in_the_timecard_Paycode_Hourly.spec.ts
95,test_ALM108761_VerifyManagerCanAddJobTransferInTheTimecardPaycodeProjectView,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM108761_VerifyManagerCanAddJobTransferInTheTimecardPaycodeProjectView.spec.ts
96,test_ALM96146_EmployeeJobPrimaryCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCCHourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM96146_EmployeeJobPrimaryCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCCHourly.spec.ts
97,test_ALM96145_EmployeeJobWorkruleDirectCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCCHourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM96145_EmployeeJobWorkruleDirectCCTransferInTheTimecardWhenEmployeePrimaryJobHasAssociatedCCHourly.spec.ts
98,test_ALM96051_Verify_employee_can_add_job_transfer_in_the_timecard_Punch_Hourly,TK_Regression_Transfers_Selenium_Part5,P1,Quest,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\transfers\TK_Regression_Transfers_Selenium_Part5\test_ALM96051_Verify_employee_can_add_job_transfer_in_the_timecard_Punch_Hourly.spec.ts
99,test_ALM163398_EmployeeTransferMRUNotEnabled,TK_Regression_Transfers_Selenium_Part6,P1,Quest,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part6\test_ALM163398_EmployeeTransferMRUNotEnabled.spec.ts
100,test_ALM163396_EmployeeTransferMRUFullyCoincide,TK_Regression_Transfers_Selenium_Part6,P1,Quest,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part6\test_ALM163396_EmployeeTransferMRUFullyCoincide.spec.ts
101,test_ALM163307_EmployeeSecondTransferMRU,TK_Regression_Transfers_Selenium_Part6,P1,Quest,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\transfers\TK_Regression_Transfers_Selenium_Part6\test_ALM163307_EmployeeSecondTransferMRU.spec.ts
102,test_ALM109739_Verify_unsaved_data_warning_for_project_employee_timecard,TK_Regression_ViewTimecard_EnhancedProject_Selenium,P1,PathFinders,Naman,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\timecardview\TK_Regression_ViewTimecard_EnhancedProject_Selenium\test_ALM109739_Verify_unsaved_data_warning_for_project_employee_timecard.spec.ts
103,test_ALM56311_ManagerTimecardIndicatorSystemGeneratedVerify,TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1,P1,Patriots,Mohit,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1\test_ALM56311_ManagerTimecardIndicatorSystemGeneratedVerify.playwright.spec.ts
104,test_ALM108784_Employee_removes_signoff_on_their_timecard_ProjectView,TK_L4_Timecard_ApprovalAndSignoff_Selenium,P1,Patriots,Mohit,@devCases,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_L4_Timecard_ApprovalAndSignoff_Selenium\test_ALM108784_EmployeeremovessignoffontheirtimecardProjectView.spec.ts
105,test_ALM89062_Lock_payroll_of_multiple_employees_when_their_timecards_are_signedoff,TK_L3_GroupEdits_ApprovalActions_Selenium,P1,Kepler,Vikash,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-groupedits\TK_L3_GroupEdits_ApprovalActions_Selenium\test_ALM89062_Lock_payroll_of_multiple_employees_when_their_timecards_are_signedoff.spec.ts
106,test_ALM125914_ManagerUsesContractDayForHourBasedPayCode,TK_L3_PayCodes_ComplexPayCode_Selenium,P1,Patriots,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\paycodes\TK_L3_PayCodes_ComplexPayCode_Selenium\test_ALM125914_ManagerUsesContractDayForHourBasedPayCode.spec.ts
107,test_ALM146245_ShortFallInternalPaycode_EmployeeTimecard,TK_L3_Timecard_PayCodes_Selenium,P1,Tidal,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\paycodes\TK_L3_Timecard_PayCodes_Selenium\test_ALM146245_ShortFallInternalPaycode_EmployeeTimecard.spec.ts
108,test_ALM127700_Manager_Enables_Edits_For_Signed_Off_Timecard_Enhanced_Project_View_Employee,TK_L4_Corrections_EnableEdits_Selenium,P1,Dyna,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-enableEdits\TK_L4_Corrections_EnableEdits_Selenium\test_ALM127700_Manager_Enables_Edits_For_Signed_Off_Timecard_Enhanced_Project_View_Employee.spec.ts
109,test_ALM126937_ManagerCanGenerateCorrectionsByEditingHoursWorkedPaycodeAmountForProjectEmployeeInSignedOffPayPeriods,TK_L4_Corrections_Timekeeping_Selenium,P1,Patriots,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\corrections\TK_L4_Corrections_Timekeeping_Selenium\test_ALM126937_ManagerCanGenerateCorrectionsByEditingHoursWorkedPaycodeAmountForProjectEmployeeInSignedOffPayPeriods.spec.ts
110,test_ALM225537_AuditsTabDisplayCorrectRecordsForTheSignOffAddAndSignOffDelete,TK_L4_Timecard_AuditsAddon_Selenium,P1,Elves,Vikash,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\audits\TK_L4_Timecard_AuditsAddon_Selenium\test_ALM225537_AuditsTabDisplayCorrectRecordsForTheSignOffAddAndSignOffDelete.spec.ts
111,test_ALM122539_Manager_Attempts_To_Enables_Edits_For_Signed_Off_Timecard_Second_Time,TK_L5_GroupEdits_EnableEdits_Selenium,P1,Kepler,Ayushi,@flaky,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-groupedits\TK_L5_GroupEdits_EnableEdits_Selenium\test_ALM122539_Manager_Attempts_To_Enables_Edits_For_Signed_Off_Timecard_Second_Time.spec.ts
112,test_ALM119759_AdministratorCreateANewEarnedGrant,TK_L5_Setup_Selenium,P1,Wizards,Vikash,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-setup\TK_L5_Setup_Selenium\test_ALM119759_AdministratorCreateANewEarnedGrant.spec.ts
113,test_ALM119359_Administrator_is_able_to_edit_an_Accrual_Profile,TK_L5_Setup_Selenium,P1,Wizards,Vikash,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-setup\TK_L5_Setup_Selenium\test_ALM119359_Administrator_is_able_to_edit_an_Accrual_Profile.spec.ts
114,test_ALM54844_CTOnTheFlyEnabledAccural,TK_L5_Timecard_Paycodes_Selenium,P1,Tidal,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timekeeping\paycodes\TK_L5_Timecard_Paycodes_Selenium\test_ALM54844_CTOnTheFlyEnabledAccural.spec.ts
115,test_ALM186619_VerifyDecorationTC,TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1,P1,Patriots,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1\test_ALM186619_VerifyDecorationTC.spec.ts
116,test_ALM186365_VerifyDecorationPFSAndTotals,TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1,P1,Patriots,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1\test_ALM186365_VerifyDecorationPFSAndTotals.spec.ts
117,test_ALM185555_VerifyDecorationFourPunchTCAndTotals,TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1,P1,Patriots,Naman,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\approvalandsignoff\TK_Regression_ApprovalAndSignoff_MultipleApprovals_Selenium_Part1\test_ALM185555_VerifyDecorationFourPunchTCAndTotals.spec.ts
118,test_ALM256883_VerifyTimecardUnexcusedAbsenceExceptionCommentAuditDisCorrectWhenSchedulingPCEOverrideTheSchedulingShift,TK_Regression_CommentsAndNotes_Selenium_Part3,P1,Patriots,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-timecard\commentsnotes\TK_Regression_CommentsAndNotes_Selenium_Part3\test_ALM256883_VerifyTimecardUnexcusedAbsenceExceptionCommentAuditDisCorrectWhenSchedulingPCEOverrideTheSchedulingShift.spec.ts
119,test_ALM122630_Manager_Enables_Edits_For_Signed_Off_Timecard_CancelOutEnableEdits_No_Entrees_In_GroupEdit_Timecard_Not_Editable,TK_Regression_Corrections_EnableEdits_Selenium,P1,Dyna,Ayushi,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-enableEdits\TK_Regression_Corrections_EnableEdits_Selenium\test_ALM122630_Manager_Enables_Edits_For_Signed_Off_Timecard_CancelOutEnableEdits_No_Entrees_In_GroupEdit_Timecard_Not_Editable.spec.ts
120,test_ALM89050_VerifyThatRemoveSignOffActionFailsInCaseTheTimecardIsNotSignOff,TK_Regression_GroupEdits_Selenium_Part1,P1,Kepler,Rohit,@flaky,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-groupedits\TK_Regression_GroupEdits_Selenium_Part1\test_ALM89050_VerifyThatRemoveSignOffActionFailsInCaseTheTimecardIsNotSignOff.spec.ts
121,test_ALM89047_Verify_that_the_Manager_is_able_Remove_Sign_Off_the_timecard_for_multiple_employees_successfully,TK_Regression_GroupEdits_Selenium_Part1,P1,Kepler,Rohit,@handover1,@handover2,C:\Users\naman.bhatia\Automation\UI\tk-ui-tests\playwright-tests\tests\tk-groupedits\TK_Regression_GroupEdits_Selenium_Part1\test_ALM89047_Verify_that_the_Manager_is_able_Remove_Sign_Off_the_timecard_for_multiple_employees_successfully.spec.ts
